record_type,transaction_id,transaction_at,business_date,processor,source_system,venue_area,terminal_id,reference_id,transaction_type,amount,settlement_status,auth_code,expected_amount,settled_amount,variance_amount,expected_transaction_count,settled_transaction_count,discrepancy_type,diagnosis,recommended_action
transaction,txn-21619,2026-04-03 21:01:29,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-401336,REFUND,267.15,SETTLED,SG26227,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-21666,2026-04-03 21:01:59,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-113,INV-S4-100013,SALE,40.41,OFFLINE_UNSYNCED,AUTH3123,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-21673,2026-04-03 21:02:03,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-401758,REFUND,125.24,SETTLED,SG89273,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-21676,2026-04-03 21:02:05,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-140,INV-S4-100035,SALE,25.53,OFFLINE_UNSYNCED,AUTH4086,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-21787,2026-04-03 21:03:14,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-12,REQ-FP-200009,SALE,147.84,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-21859,2026-04-03 21:04:01,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-5,SG-ORD-400985,REFUND,276.83,SETTLED,SG55729,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22123,2026-04-03 21:07:04,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-3,SG-ORD-400806,REFUND,243.1,SETTLED,SG38561,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22136,2026-04-03 21:07:14,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-136,INV-S4-100022,SALE,32.48,OFFLINE_UNSYNCED,AUTH9657,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-22198,2026-04-03 21:07:54,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-1,SG-ORD-402457,REFUND,151.71,SETTLED,SG13939,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22401,2026-04-03 21:10:23,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-7,SG-ORD-402724,REFUND,64.28,SETTLED,SG69435,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22415,2026-04-03 21:10:29,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-401731,REFUND,146.91,SETTLED,SG14305,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22616,2026-04-03 21:13:13,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-401666,REFUND,125.12,SETTLED,SG45214,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22668,2026-04-03 21:13:55,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-2,SG-ORD-401069,REFUND,224.07,SETTLED,SG54263,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22670,2026-04-03 21:13:56,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-7,SG-ORD-402367,REFUND,73.01,SETTLED,SG65636,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22753,2026-04-03 21:15:03,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-3,SG-ORD-401555,REFUND,313.15,SETTLED,SG14534,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-22895,2026-04-03 21:16:51,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-1,SG-ORD-402264,REFUND,269.95,SETTLED,SG75451,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-23285,2026-04-03 21:22:48,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-7,SG-ORD-400179,REFUND,163.12,SETTLED,SG55950,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-23410,2026-04-03 21:25:04,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-400002,SALE,252.88,SETTLED,SG99515,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-23761,2026-04-03 21:32:16,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-11,T2-500003,SALE,24.56,PENDING,T2REF80470,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-23837,2026-04-03 21:34:14,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-5,SG-ORD-402307,REFUND,213.16,SETTLED,SG21841,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-23888,2026-04-03 21:35:08,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-5,SG-ORD-401323,REFUND,295.37,SETTLED,SG39547,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-24056,2026-04-03 21:39:04,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-401609,REFUND,275.41,SETTLED,SG60069,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-24088,2026-04-03 21:40:09,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-3,SG-ORD-401906,REFUND,257.14,SETTLED,SG26992,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-24299,2026-04-03 21:46:11,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-6,SG-ORD-400124,REFUND,166.64,SETTLED,SG18187,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-24399,2026-04-03 21:49:42,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-400257,REFUND,222.1,SETTLED,SG82439,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-24591,2026-04-03 21:57:47,2026-04-03,Shift4,,SEC-302-BAR,TERM-107,INV-S4-100030,SALE,20.95,OFFLINE_UNSYNCED,AUTH8444,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-24771,2026-04-03 22:10:44,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-10,T2-500015,SALE,30.8,PENDING,T2REF97359,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-24918,2026-04-03 22:29:37,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-3,T2-500018,SALE,19.0,PENDING,T2REF87354,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-24942,2026-04-03 22:35:16,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-13,REQ-FP-200027,SALE,188.36,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
expected_sales,,,2026-04-03,Expected Sales,Amazon JWO,JWO-STORE-1,,2026-04-03:JWO-STORE-1,SUMMARY,-4816.32,,,146472.77,141656.45,-4816.32,3000,3000,Expected sales exceed settlement,Amazon JWO settled volume is below the pre-event expected basket total — may indicate items were placed in carts but the trip exit timestamp fell outside the settlement window.,Request the Amazon JWO trip-level report for the venue date and match open trips against the settled batch.
expected_sales,,,2026-04-03,Expected Sales,Shift4,MERCH-MAIN,,2026-04-03:MERCH-MAIN,SUMMARY,-5436.91,,,114175.13,108738.22,-5436.91,4093,4093,Expected sales exceed settlement,Settled volume deviates from the pre-event POS forecast beyond the configured tolerance.,Review the concession manager close-out report and reconcile against the POS summary.
